user_id	post_name	u_interactions_f	u_text_f	u_topic_c	u_topic_o	u_sentiment_c	u_sentiment_f
1225	5373	19	89	6	[0.09702084213495255, 0.012060586363077164, 0.012060586363077164, 0.12312730401754379, 0.012060586363077164, 0.012060586363077164, 0.3260722756385803, 0.012060586363077164, 0.012060586363077164, 0.012060586363077164, 0.012060586363077164, 0.012060586363077164, 0.24874959886074066, 0.012060586363077164, 0.012060586363077164, 0.012060586363077164, 0.012060586363077164, 0.012060586363077164, 0.012060586363077164, 0.012060586363077164, 0.012060586363077164]	2	0.999765
1226	5372	34	100	12	[0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.19178928434848785, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.0728745236992836, 0.540795087814331, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722, 0.01080783735960722]	2	0.999603
1227	5371	35	83	0	[0.42599770426750183, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.20469900965690613, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.12487806379795074, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798, 0.013579177670180798]	2	0.999977
1228	5370	70	93	6	[0.011863410472869873, 0.07886295765638351, 0.011863410472869873, 0.011863410472869873, 0.1341627687215805, 0.011863410472869873, 0.5734328627586365, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873, 0.011863410472869873]	2	0.915238
1229	416	5	72	2	[0.011890506371855736, 0.011890506371855736, 0.7621898651123047, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736, 0.011890506371855736]	1	0.0
1230	5369	43	87	11	[0.015293564647436142, 0.08081981539726257, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142, 0.17928317189216614, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142, 0.46461281180381775, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142, 0.015293564647436142]	2	0.999874
1231	5368	131	96	14	[0.012513766996562481, 0.012513766065239906, 0.012513766065239906, 0.012513766996562481, 0.012513766065239906, 0.012513766065239906, 0.04302556440234184, 0.012513766065239906, 0.012513766065239906, 0.012513766065239906, 0.012513767927885056, 0.012513766996562481, 0.012513766065239906, 0.012513766065239906, 0.7192128896713257, 0.012513767927885056, 0.012513766065239906, 0.012513766065239906, 0.012513766996562481, 0.012513766065239906, 0.012513766065239906]	2	0.999959
1232	415	12	137	3	[0.019867416471242905, 0.019867438822984695, 0.019867416471242905, 0.3549949824810028, 0.019867420196533203, 0.019867416471242905, 0.019867416471242905, 0.019867416471242905, 0.019867803901433945, 0.019867416471242905, 0.019867492839694023, 0.14232487976551056, 0.019867416471242905, 0.019867416471242905, 0.08938737958669662, 0.019867416471242905, 0.019867416471242905, 0.019867416471242905, 0.07554613798856735, 0.019867420196533203, 0.019867420196533203]	2	0.928792
1233	414	30	61	1	[0.012382741086184978, 0.7523452043533325, 0.012382742017507553, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382741086184978, 0.012382742017507553]	1	0.0
1234	413	8	135	14	[0.021784814074635506, 0.021784814074635506, 0.021784909069538116, 0.021784814074635506, 0.021784814074635506, 0.021784814074635506, 0.021784814074635506, 0.021784892305731773, 0.021785253658890724, 0.021784814074635506, 0.021784814074635506, 0.021784814074635506, 0.09102193266153336, 0.021784814074635506, 0.2764875888824463, 0.24036289751529694, 0.02178485132753849, 0.021784814074635506, 0.021784814074635506, 0.021784814074635506, 0.021785125136375427]	0	0.993562
1235	412	11	129	19	[0.017067700624465942, 0.017067700624465942, 0.11643557995557785, 0.0522456131875515, 0.017067700624465942, 0.11326126009225845, 0.017067700624465942, 0.017067700624465942, 0.05502709001302719, 0.017067700624465942, 0.017067700624465942, 0.0489400215446949, 0.017067700624465942, 0.017067700624465942, 0.017067700624465942, 0.017067700624465942, 0.017067713662981987, 0.017067700624465942, 0.017067715525627136, 0.3580748736858368, 0.017067700624465942]	1	0.0
1236	5367	85	70	6	[0.28498613834381104, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.3181581497192383, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.15307104587554932, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989, 0.01354359369724989]	2	0.999985
1237	5366	148	91	6	[0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.7467461824417114, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944, 0.012662691064178944]	2	0.999679
1238	411	16	35	8	[0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.6184675693511963, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.10061394423246384, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515, 0.014785186387598515]	2	0.926812
1239	410	10	107	15	[0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.6659286618232727, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484, 0.016703568398952484]	0	0.923181
1240	409	6	37	13	[0.017695175483822823, 0.017695175483822823, 0.017695186659693718, 0.017695175483822823, 0.017695175483822823, 0.017695175483822823, 0.017695175483822823, 0.01769517920911312, 0.01769518107175827, 0.017695175483822823, 0.017695175483822823, 0.017695175483822823, 0.017695175483822823, 0.6460964679718018, 0.01769517920911312, 0.01769517920911312, 0.017695175483822823, 0.017695177346467972, 0.017695175483822823, 0.017695177346467972, 0.01769518107175827]	1	0.519104
1241	5365	84	90	14	[0.012964582070708275, 0.01296459324657917, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275, 0.3665105402469635, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275, 0.38716235756874084, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275, 0.012964582070708275]	2	0.995036
1242	5364	85	382	10	[0.013127593323588371, 0.013127582147717476, 0.013127582147717476, 0.013127685524523258, 0.0540170855820179, 0.013127582147717476, 0.08268344402313232, 0.013127596117556095, 0.013127587735652924, 0.013127582147717476, 0.6270021796226501, 0.013128206133842468, 0.013127587735652924, 0.013127582147717476, 0.013127582147717476, 0.013127582147717476, 0.013127646408975124, 0.013127582147717476, 0.013127605430781841, 0.013127582147717476, 0.013127582147717476]	2	0.999337
1243	408	8	58	10	[0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.01368815079331398, 0.013688149861991405, 0.7262369990348816, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405, 0.013688149861991405]	0	0.990009
1244	5363	95	98	14	[0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.1268923282623291, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.6490926146507263, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446, 0.011790269054472446]	2	0.999967
1245	407	17	24	7	[0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.5577799677848816, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.015519104897975922, 0.14735709130764008, 0.015519104897975922, 0.015519104897975922]	2	0.85091
1246	5362	90	71	5	[0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.5658802390098572, 0.1681600958108902, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551, 0.013997877016663551]	2	0.999919
1247	405	9	53	19	[0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.08501342684030533, 0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.012430931441485882, 0.10115985572338104, 0.2732618451118469, 0.012430931441485882, 0.32923901081085205, 0.012430931441485882]	0	0.999507
1248	406	7	58	4	[0.013545528054237366, 0.013545528054237366, 0.06576502323150635, 0.013545528054237366, 0.6768699288368225, 0.013545528054237366, 0.013545528054237366, 0.013545528054237366, 0.013545528054237366, 0.013545528054237366, 0.013545528054237366, 0.013545528054237366, 0.013545528054237366, 0.013545528054237366, 0.013545528054237366, 0.013545528054237366, 0.013545555993914604, 0.013545528054237366, 0.013545528054237366, 0.013545528054237366, 0.01354553084820509]	2	0.917692
1249	404	12	60	11	[0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.7270087599754333, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512, 0.013649564236402512]	0	0.9383
1250	5361	61	298	6	[0.014874599874019623, 0.04342956840991974, 0.01487461756914854, 0.014874599874019623, 0.014874600805342197, 0.014874599874019623, 0.2199198603630066, 0.08719371259212494, 0.014874599874019623, 0.014874599874019623, 0.2178746461868286, 0.1572425365447998, 0.014874599874019623, 0.014874610118567944, 0.014874599874019623, 0.014874599874019623, 0.014874599874019623, 0.05122063308954239, 0.014874599874019623, 0.014874599874019623, 0.014874599874019623]	2	0.999962
1251	5360	115	348	6	[0.010801088064908981, 0.010801088064908981, 0.010801088064908981, 0.010801088064908981, 0.010801088064908981, 0.010801088996231556, 0.31417933106422424, 0.010801088064908981, 0.010801088064908981, 0.010801088064908981, 0.11747992783784866, 0.30959421396255493, 0.07509298622608185, 0.010801088064908981, 0.010801088996231556, 0.010801088064908981, 0.010836077854037285, 0.010801111347973347, 0.010801088064908981, 0.010801088064908981, 0.010801088064908981]	2	0.999938
1252	5359	92	268	3	[0.011023184284567833, 0.03276301920413971, 0.011023184284567833, 0.18511924147605896, 0.011023185215890408, 0.011023184284567833, 0.159141406416893, 0.011023185215890408, 0.10353685915470123, 0.011023184284567833, 0.1589364856481552, 0.011023184284567833, 0.011023184284567833, 0.011023184284567833, 0.011023184284567833, 0.011023184284567833, 0.13612297177314758, 0.011023185215890408, 0.011023184284567833, 0.011023184284567833, 0.07005548477172852]	2	0.99998
1253	5358	67	592	10	[0.13885194063186646, 0.01680905558168888, 0.07408316433429718, 0.01680896244943142, 0.01680891215801239, 0.01680891215801239, 0.01683698035776615, 0.09483571350574493, 0.01680891215801239, 0.01680891215801239, 0.20854493975639343, 0.01680891215801239, 0.01680891215801239, 0.08145782351493835, 0.01680891215801239, 0.01680891215801239, 0.15006449818611145, 0.01680891215801239, 0.01680891215801239, 0.01680891215801239, 0.01680891402065754]	2	0.99947
1254	5357	89	349	6	[0.018998390063643456, 0.018998390063643456, 0.018998390063643456, 0.018998390063643456, 0.018998390063643456, 0.018998390063643456, 0.3935146927833557, 0.018998390063643456, 0.018998390063643456, 0.018998390063643456, 0.1508617103099823, 0.018998395651578903, 0.018998390063643456, 0.01899840123951435, 0.06735469400882721, 0.018998390063643456, 0.018998393788933754, 0.018998390063643456, 0.018998390063643456, 0.0652962177991867, 0.018998390063643456]	2	0.978151
1255	403	11	42	19	[0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.3122859299182892, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.016985822468996048, 0.3649834394454956, 0.016985822468996048]	0	0.993734
1256	402	12	31	3	[0.013797646388411522, 0.013797646388411522, 0.2086242437362671, 0.4414011836051941, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.10161689668893814, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522, 0.013797646388411522]	0	0.995085
1257	401	13	52	5	[0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.645304262638092, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.08500461280345917, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314, 0.014194272458553314]	1	0.0
1258	400	6	66	9	[0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.7258403301239014, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013708003796637058, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842, 0.013707982376217842]	0	0.998102
1259	5356	257	71	6	[0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.5821043848991394, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722, 0.16779835522174835, 0.013163014315068722, 0.013163014315068722, 0.013163014315068722]	2	0.999666
