item_id	i_posts_f	i_interactions_f	i_friends_f	i_topic_o	i_topic1_c	i_topic1_f	i_topic2_c	i_topic2_f
1026	0	5	307.0	[0.10807843580842018, 0.16676369961351156, 0.013125099986791611, 0.06880152132362127, 0.013125099986791611, 0.036642151139676574, 0.31195942033082247, 0.013125099986791611, 0.013125099986791611, 0.013125099986791611, 0.03804371561855078, 0.013125099986791611, 0.013125100173056126, 0.013125099986791611, 0.013125099986791611, 0.013125099986791611, 0.013125099986791611, 0.013125099986791611, 0.08595966696739196, 0.013125099986791611, 0.013125099986791611]	6.0	0.31195942033082247	1.0	0.16676369961351156
1027	0	22	1364.0	[0.026712672869590195, 0.019718842750245876, 0.04288111224939877, 0.030561659358103167, 0.02357119152491743, 0.04498879467560486, 0.2700810916298492, 0.02568284913220189, 0.014558446212587032, 0.014558446127921343, 0.045509122142737564, 0.03247110748832876, 0.018159687307409265, 0.04506511351262981, 0.09002108516340906, 0.019422683060507883, 0.07278921747241508, 0.024687590077519417, 0.06431905396113341, 0.01455845112319697, 0.05968179456381635]	6.0	0.2700810916298492	14.0	0.09002108516340906
1028	0	27	656.0	[0.020290937033240444, 0.04262661264726409, 0.019157505076792505, 0.07318767236062775, 0.023751948201270016, 0.035081325409313045, 0.2674005884263251, 0.05695258888105551, 0.021985079127329367, 0.0143267464030672, 0.09699601707635103, 0.04127600292364756, 0.04175663898112597, 0.0365876580623013, 0.028938326743189937, 0.03461303020379058, 0.014328042321183064, 0.04040737425977433, 0.0331136456311301, 0.042895513517713105, 0.0143267464030672]	6.0	0.2674005884263251	10.0	0.09699601707635103
1029	0	6	980.0	[0.04918470202634732, 0.012680442382891973, 0.04183331706250707, 0.05907746016358336, 0.012680442382891973, 0.10892532191549738, 0.24512725323438644, 0.05737446962545315, 0.012680442382891973, 0.012680442382891973, 0.03344595540935794, 0.012680442382891973, 0.15583447040989995, 0.012680442382891973, 0.012680442382891973, 0.012680442382891973, 0.022179337528844673, 0.07261192643394072, 0.027601370122283697, 0.012680442382891973, 0.012680442382891973]	6.0	0.24512725323438644	12.0	0.15583447040989995
1030	0	11	444.0	[0.03305986464362253, 0.02342917329885743, 0.013978009450842033, 0.05098883223465898, 0.013978009450842033, 0.0745674879713492, 0.3400122696025805, 0.030607079917734318, 0.025856843895532867, 0.03581511339342052, 0.04018485986373641, 0.026915064250881023, 0.013978014361451973, 0.013978009450842033, 0.021901636977087368, 0.013978009450842033, 0.08687362752177498, 0.013978021981363947, 0.06954731783744963, 0.042394733649085865, 0.01397800962017341]	6.0	0.3400122696025805	16.0	0.08687362752177498
1031	0	38	6173.0	[0.016772211602839985, 0.03717487731850461, 0.03454558715518368, 0.05596997802096762, 0.03425181122790826, 0.03443054345093275, 0.3337772603783953, 0.018962942799063104, 0.015920108551845738, 0.03386193344761666, 0.05334061871919977, 0.03916192277775783, 0.05391936349731527, 0.019527954539578212, 0.026256279480692587, 0.020953858173207232, 0.033158444162262116, 0.02841092557891419, 0.0518035599716792, 0.03932376796575753, 0.018476062160181373]	6.0	0.3337772603783953	3.0	0.05596997802096762
1032	0	6	295.0	[0.012101994051287571, 0.012101994051287571, 0.012101994051287571, 0.058499011831978955, 0.104476739342014, 0.03169953667869171, 0.38176262875398, 0.029168144178887207, 0.012101994051287571, 0.02556776332979401, 0.032867507077753544, 0.02950283916046222, 0.012101994206508001, 0.012101994051287571, 0.02257519665484627, 0.012101994051287571, 0.04831505722055832, 0.012101994051287571, 0.11454563494771719, 0.012101994051287571, 0.012101994051287571]	6.0	0.38176262875398	18.0	0.11454563494771719
1033	0	15	221.0	[0.03414558687557777, 0.03253683981796106, 0.018001509085297584, 0.056575328173736734, 0.03569578683624665, 0.06474151940395435, 0.25852841983238856, 0.02776745067288478, 0.014183225606878598, 0.06520632319152356, 0.05913003130505482, 0.025248850447436175, 0.04146104486038287, 0.018493153030673663, 0.059677900684376554, 0.015439607699712117, 0.0555073286096255, 0.05881760300447544, 0.020112430118024348, 0.01976485506941875, 0.018965215608477592]	6.0	0.25852841983238856	9.0	0.06520632319152356
1034	0	13	6020.0	[0.06529714804715835, 0.014396181903206386, 0.020527985376807358, 0.03581018996639894, 0.053228098970766254, 0.06699919958527271, 0.28543314796227676, 0.014396182762888761, 0.014396205257910948, 0.014396202822144214, 0.13478747017395037, 0.020456757468099777, 0.014396188422464408, 0.014396182189767178, 0.023560347178807624, 0.01439618175992599, 0.03248238606521717, 0.028964699460909918, 0.05943518182119498, 0.045097099258922614, 0.01439618175992599]	6.0	0.28543314796227676	10.0	0.13478747017395037
1035	0	93	3492.0	[0.051105469905881475, 0.06551789463327456, 0.030642689426018988, 0.03745659038184151, 0.03403924167236333, 0.030824552169970928, 0.2260702121001418, 0.024947529718760523, 0.024268977624434297, 0.021269085426484386, 0.05383436230602123, 0.04684823888644416, 0.04596336255030286, 0.020418083034856344, 0.05522423119394369, 0.023671250239575423, 0.04413917588610803, 0.03634784843332024, 0.053643775643200005, 0.0352020601852126, 0.038565365437378166]	6.0	0.2260702121001418	1.0	0.06551789463327456
1036	0	8	698.0	[0.015439729206264019, 0.015439729206264019, 0.015439729206264019, 0.08286774216685444, 0.015439729206264019, 0.03013788629323244, 0.3389443475753069, 0.015439729206264019, 0.01543972932267934, 0.015439729206264019, 0.03710896719712764, 0.07661384134553373, 0.06373915006406605, 0.07636824017390609, 0.015439729206264019, 0.015439729206264019, 0.0935033478308469, 0.015439729206264019, 0.015439729555509984, 0.015439729206264019, 0.015439729206264019]	6.0	0.3389443475753069	16.0	0.0935033478308469
1037	0	6	2236.0	[0.013207543020447096, 0.039162349266310535, 0.013207543020447096, 0.05960456080113848, 0.03940803464502096, 0.1094524225530525, 0.2752740471623838, 0.013207543020447096, 0.013207543020447096, 0.013207543020447096, 0.033973056046913065, 0.13867825704316297, 0.013207543175667524, 0.013207543020447096, 0.06653952055300276, 0.013207544106990099, 0.07043325528502464, 0.013207543020447096, 0.013207543020447096, 0.022191522022088368, 0.013207543020447096]	6.0	0.2752740471623838	11.0	0.13867825704316297
1038	0	31	8534.0	[0.03766786628552983, 0.04593078455617351, 0.04131278816250063, 0.03543007247630627, 0.017502171768536492, 0.028795251833094705, 0.26309848549745735, 0.013105992197750075, 0.016453678659614054, 0.013105982373799048, 0.04727743944573787, 0.0745477349226994, 0.04886268947513834, 0.016050027743462595, 0.0215202150265536, 0.013105982493969702, 0.08578073059118563, 0.03600538717282395, 0.04754063904645943, 0.0659475410056691, 0.013105986279345328]	6.0	0.26309848549745735	16.0	0.08578073059118563
1039	0	22	663.0	[0.016128017821095207, 0.045991295567629015, 0.015557399188930338, 0.055942599068988456, 0.06583444985815069, 0.04610384738242084, 0.24951239391653376, 0.01318440069867806, 0.017565194475041193, 0.03386508897793564, 0.05829481911760839, 0.030679549852555447, 0.0373143640939485, 0.058525866913524544, 0.013184395407072523, 0.018601843833246014, 0.06998892725360664, 0.016999425789849323, 0.04926165908744389, 0.07428006116639484, 0.01318440501662818]	6.0	0.24951239391653376	19.0	0.07428006116639484
1040	0	12	420.0	[0.023609155400966603, 0.013016038807108998, 0.013016038884719213, 0.09163114987313747, 0.013016038807108998, 0.022814810120811064, 0.36733244685456157, 0.01864640802765886, 0.013016038807108998, 0.013016038807108998, 0.023398795320341986, 0.05854525215302905, 0.013016038884719213, 0.079191448011746, 0.15195470939700803, 0.013016038884719213, 0.013016038884719213, 0.013016038807108998, 0.013016038807108998, 0.013016038807108998, 0.019699397962540388]	6.0	0.36733244685456157	14.0	0.15195470939700803
1041	0	5	7684.0	[0.012352883256971836, 0.012352883256971836, 0.029471136443316937, 0.06802930459380149, 0.1295665143057704, 0.03586993478238583, 0.2679105013608932, 0.012352883256971836, 0.012352883256971836, 0.012352883256971836, 0.05080962348729372, 0.024675558507442474, 0.17359038833528756, 0.012352883256971836, 0.05113894734531641, 0.020170577242970465, 0.012352883256971836, 0.012352944537997245, 0.012352883256971836, 0.025238609686493874, 0.012352883256971836]	6.0	0.2679105013608932	12.0	0.17359038833528756
1042	0	85	345.0	[0.025496337639496606, 0.06600807199583333, 0.0194076109020149, 0.03906883897588533, 0.035848822488504295, 0.02186555372660651, 0.2918872649726622, 0.04746564639841809, 0.01728836041601265, 0.019697931233574363, 0.05581163135083283, 0.027905072863487635, 0.03237164411693812, 0.02041427086600486, 0.07138314968084587, 0.029010164715787944, 0.05559133591459078, 0.03778372389428756, 0.03211882855085765, 0.024241602618028137, 0.029334131266702625]	6.0	0.2918872649726622	14.0	0.07138314968084587
1043	0	6	1005.0	[0.013200905018796524, 0.13029110726589957, 0.026313704748948414, 0.09276260963330667, 0.013200905018796524, 0.10758752608671784, 0.10693739991014202, 0.013200905018796524, 0.013200905018796524, 0.013200905018796524, 0.12234560927997033, 0.03923257735247413, 0.029283113156755764, 0.013200905018796524, 0.013200905018796524, 0.024255037307739258, 0.06843024538829923, 0.013200905018796524, 0.013200905018796524, 0.12055202635625999, 0.013200905018796524]	1.0	0.13029110726589957	10.0	0.12234560927997033
1044	0	6	549.0	[0.03456406000380715, 0.016062001542498667, 0.07606169969464342, 0.06245898517469565, 0.09431537784015138, 0.04278676398098469, 0.21297291231652102, 0.037077116003880896, 0.016061967394004267, 0.016061975620687008, 0.053507827843228974, 0.016061967704445124, 0.029460889287292957, 0.03207399897898237, 0.10234915278851986, 0.016061967394004267, 0.05714587323988477, 0.026688464762022097, 0.016061967394004267, 0.016061975775907438, 0.026103065193941195]	6.0	0.21297291231652102	14.0	0.10234915278851986
1045	0	25	3167.0	[0.03656399205327034, 0.015306875184178352, 0.04356542591005564, 0.1167913270369172, 0.025142553150653838, 0.015306875556707383, 0.264743537530303, 0.020350510254502296, 0.01945793569087982, 0.01530688002705574, 0.021497511863708497, 0.03184300635010004, 0.02235924832522869, 0.015306874588131904, 0.07342033345252276, 0.028211666233837605, 0.11733232390135527, 0.04474123187363148, 0.03998198702931404, 0.01746302969753742, 0.015306878238916397]	6.0	0.264743537530303	16.0	0.11733232390135527
1046	0	27	229.0	[0.056496452574652654, 0.041014837825463876, 0.01426285525990857, 0.01904589006746257, 0.02216269620866687, 0.04314314549857819, 0.3187213586298404, 0.04526670922145799, 0.014262855294401999, 0.01426285525990857, 0.02698528642455737, 0.062493412789923174, 0.06736405859528868, 0.01426285525990857, 0.055758040536333014, 0.037688327159870555, 0.02023579601060461, 0.02627873579385104, 0.041415160763318894, 0.01820616106744166, 0.04067251472561448]	6.0	0.3187213586298404	12.0	0.06736405859528868
1047	0	25	638.0	[0.03957800384610891, 0.025857606455683708, 0.01446121871471405, 0.08307299204170704, 0.03127061873674393, 0.048749216198921204, 0.27300530873239043, 0.019613206386566162, 0.018694079630076885, 0.013414192646741867, 0.06693353466689586, 0.03230814293026924, 0.043883969970047475, 0.04038308210670948, 0.03398180689662695, 0.031135132759809492, 0.051835077591240404, 0.023228984847664832, 0.07607793543487787, 0.013414192646741867, 0.013414192721247673]	6.0	0.27300530873239043	3.0	0.08307299204170704
1048	0	15	99.0	[0.013720862753689288, 0.029856111047168572, 0.018045432803531488, 0.013720862753689288, 0.058671086964507894, 0.03643478639423847, 0.3806967536608378, 0.03628310828159253, 0.06726596945275863, 0.019095015712082386, 0.013720862753689288, 0.07641596496105194, 0.01880758237093687, 0.013720862753689288, 0.0266099588945508, 0.04981671410302321, 0.023677314134935536, 0.013720862753689288, 0.06227816287428141, 0.013720862753689288, 0.013720862753689288]	6.0	0.3806967536608378	11.0	0.07641596496105194
1049	0	76	154.0	[0.027382480887402045, 0.07126218982433018, 0.022809576586280998, 0.03559552180874897, 0.02230099211201856, 0.04448424622808632, 0.2752765292350791, 0.028680658445840602, 0.024413457017784055, 0.01521880987198337, 0.05582230090849886, 0.04358641115801507, 0.036349678473351035, 0.04743737614664592, 0.03071343831374849, 0.023980325283972842, 0.04737662454135716, 0.02301562560330096, 0.04334867012834078, 0.053062113749451544, 0.023731008649950747]	6.0	0.2752765292350791	1.0	0.07126218982433018
1050	0	31	2235.0	[0.0444775759693115, 0.022053969693520376, 0.016406501102591713, 0.03209195391184861, 0.03426798727483519, 0.032037821267881704, 0.35203570656238065, 0.023340663391976588, 0.01758025105922453, 0.013642791868938554, 0.030571869724700527, 0.05633634031419792, 0.021770746657444585, 0.013642791898981217, 0.09723611746824556, 0.013642791929023882, 0.03139108731862037, 0.03556273276767423, 0.058620795277097536, 0.019679691492309494, 0.02748835339180885]	6.0	0.35203570656238065	14.0	0.09723611746824556
1051	0	29	419.0	[0.01767701819410612, 0.026299382624184263, 0.016161961513089722, 0.04189223253392968, 0.02147582060946473, 0.02900040486891722, 0.3552383681566551, 0.04384820741312257, 0.017311172720430226, 0.01947494169119103, 0.06947577182717364, 0.05448582286721673, 0.014120796342091313, 0.03337506721888123, 0.03408263109881302, 0.04034407340503972, 0.0566949168027475, 0.020964027125516843, 0.05150800127664517, 0.016555730349801737, 0.02001364384617271]	6.0	0.3552383681566551	10.0	0.06947577182717364
1052	0	11	994.0	[0.01518376882780682, 0.015183770182457838, 0.01518376882780682, 0.015184186060320248, 0.015183789824897593, 0.04870939136228778, 0.31516933983022516, 0.01518376882780682, 0.01518376882780682, 0.01518376882780682, 0.01518376882780682, 0.015183978290720419, 0.03609723360701041, 0.01518376882780682, 0.07219861447811127, 0.01518376882780682, 0.01518376882780682, 0.04856774312528697, 0.20053940765898337, 0.01518376882780682, 0.06614485162902962]	6.0	0.31516933983022516	18.0	0.20053940765898337
1053	0	5	4281.0	[0.013656059466302394, 0.013656059466302394, 0.013656059466302394, 0.013656059466302394, 0.013656059466302394, 0.04759680517017841, 0.28280012458562853, 0.013656059466302394, 0.013656059466302394, 0.013656059466302394, 0.013656059466302394, 0.19481962379068135, 0.013656059466302394, 0.013656059466302394, 0.08946288619190454, 0.013656059466302394, 0.013656059466302394, 0.013656059466302394, 0.16682359836995603, 0.013656059466302394, 0.013656059466302394]	6.0	0.28280012458562853	11.0	0.19481962379068135
1054	0	5	423.0	[0.016838359646499157, 0.016838359646499157, 0.016838359646499157, 0.016838359646499157, 0.016838359646499157, 0.016838359646499157, 0.34255256950855256, 0.016838359646499157, 0.04661347772926092, 0.016838359646499157, 0.026702403835952283, 0.016838454641401768, 0.03025562297552824, 0.016838359646499157, 0.016838360391557217, 0.016838359646499157, 0.06732666697353125, 0.016838359646499157, 0.10044598784297705, 0.016838360764086246, 0.15036614499986173]	6.0	0.34255256950855256	20.0	0.15036614499986173
1055	0	8	759.0	[0.04493656486738473, 0.056223752442747355, 0.014223562669940293, 0.014223562669940293, 0.02155150519683957, 0.014223562669940293, 0.33995484933257103, 0.07874130387790501, 0.09357735177036375, 0.014223562669940293, 0.09711140871513635, 0.014223562902770936, 0.014223562669940293, 0.014223562669940293, 0.014223562669940293, 0.014223562669940293, 0.03747022140305489, 0.014223562669940293, 0.0597502893069759, 0.014223562669940293, 0.014223562669940293]	6.0	0.33995484933257103	10.0	0.09711140871513635
1056	0	8	624.0	[0.03740158083382994, 0.023095046752132475, 0.014759140904061496, 0.014759150217287242, 0.014759140205569565, 0.014759141369722784, 0.2896650433540344, 0.08511034131515771, 0.014759141369722784, 0.014759140205569565, 0.11868912994395941, 0.014759140205569565, 0.014759142068214715, 0.014759140205569565, 0.029203395592048764, 0.07013707782607526, 0.014759157202206552, 0.07741422310937196, 0.07418776967097074, 0.014759143930859864, 0.03274580684956163]	6.0	0.2896650433540344	10.0	0.11868912994395941
1057	0	20	2402.0	[0.025709971133619548, 0.013954453077167273, 0.04153185342438519, 0.04052722505293786, 0.034246280370280144, 0.06179405772127211, 0.39055337607860563, 0.021146564045920968, 0.02005755705758929, 0.03180768922902644, 0.029616134241223335, 0.02995859831571579, 0.032521761022508144, 0.045211689872667195, 0.02923836475238204, 0.028664241032674908, 0.018968382384628057, 0.019084882410243153, 0.04195342473685741, 0.02201658058911562, 0.013954460248351097]	6.0	0.39055337607860563	5.0	0.06179405772127211
