user_id	post_name
993	27139
994	64
995	66539
996	4885
997	40076
998	44295
999	24948
1000	1201
1001	10755
1002	908
1003	25601
1004	11580
1005	33150
1006	8272
1007	39936
1008	33632
1009	130
1010	6678
1011	25457
1012	131
1013	17819
1014	10894
1015	65
1016	52906
1017	10219
1018	4324
1019	12791
1020	28142
1021	24246
1022	26839
1023	15633
1024	1630
1025	6932
1026	4375
1027	36516
1028	10310
1029	23329
1030	25452
1031	8097
1032	9671
1033	22796
1034	109946
1035	8828
1036	28685
1037	44676
1038	1208
1039	48520
1040	1188
1041	8827
1042	472
1043	176
1044	31664
1045	39586
1046	7744
1047	13669
1048	12115
1049	28686
1050	27910
1051	2906
1052	4422
1053	5349
1054	32153
1055	8181
1056	153
1057	2298
1058	2844
1059	1784
1060	8375
1061	16512
1062	1427
1063	30401
1064	5228
1065	1359
1066	1486
1067	1417
1068	2969
1069	16992
1070	26829
1071	48969
1072	41491
1073	9899
1074	48918
1075	18714
1076	17897
1077	679
1078	67143
1079	54155
1080	6289
1081	197
1082	54177
1083	14688
1084	8535
1085	22835
1086	6014
1087	852
1088	33112
1089	28984
1090	2019
1091	4755
1092	38246
1093	2663
1094	9918
1095	2547
1096	37044
1097	38483
1098	63267
1099	21073
1100	13673
1101	13916
1102	50718
1103	10720
1104	36564
1105	5425
1106	25317
1107	11698
1108	70877
1109	3337
1110	4935
1111	40519
1112	24705
1113	11033
1114	34251
1115	8926
1116	182
1117	34988
1118	25944
1119	13701
1120	2237
1121	19823
1122	2482
1123	12324
1124	54283
1125	21252
1126	29180
1127	3394
1128	38559
1129	9596
1130	27385
1131	1697
1132	37158
1133	1894
1134	26547
1135	518
1136	10885
1137	5024
1138	10297
1139	23985
1140	1166
1141	8107
1142	33000
1143	37761
1144	22698
1145	17077
1146	9952
1147	17425
1148	20884
1149	2462
1150	24375
1151	5715
1152	21149
1153	13888
1154	14450
1155	6635
1156	5690
1157	5487
1158	26934
1159	5177
1160	6933
1161	2754
1162	888
1163	48866
1164	23518
1165	327
1166	21338
1167	4724
1168	6044
1169	19979
1170	4564
1171	55149
1172	19742
1173	14633
1174	1954
1175	49564
1176	19227
1177	40802
1178	11235
1179	3627
1180	8123
1181	4320
1182	21717
1183	17024
1184	40521
1185	12342
1186	6957
1187	103197
1188	15599
1189	33029
1190	5537
1191	25750
1192	30680
1193	2409
1194	7014
1195	14861
1196	19033
1197	4871
1198	66291
1199	2817
1200	15903
1201	39505
1202	64352
1203	68636
1204	54156
1205	43778
1206	26556
1207	37496
1208	6107
1209	45487
1210	22775
1211	8906
1212	2443
1213	17537
1214	23227
1215	2137
1216	24792
1217	40523
1218	2770
1219	17787
1220	3144
1221	39157
1222	1640
1223	13228
1224	1694
1225	9700
1226	3957
1227	23
1228	15710
1229	1883
1230	8008
1231	15033
1232	14055
1233	344
1234	42956
1235	88358
1236	1211
1237	58
1238	26333
1239	12089
1240	8731
1241	1448
1242	1698
1243	21274
1244	2055
1245	6982
1246	63614
1247	9344
1248	6061
1249	24203
1250	33154
1251	4961
1252	6827
1253	788
1254	34599
1255	2714
1256	16135
1257	32859
1258	6306
1259	47493
1260	2336
1261	54157
1262	35854
1263	52228
1264	27199
1265	30964
1266	9541
1267	3191
1268	41830
1269	16546
1270	3436
1271	12060
1272	26054
1273	7478
1274	20885
1275	4309
1276	33220
1277	40543
1278	5580
1279	6041
1280	3101
1281	3110
1282	4760
1283	32376
1284	14050
1285	4112
1286	47522
1287	8663
1288	4136
1289	16327
1290	31682
1291	33277
1292	23786
1293	15600
1294	38328
1295	41373
1296	199
1297	12329
1298	15617
1299	29721
1300	38597
1301	10502
1302	32711
1303	21032
1304	5913
1305	11558
1306	20472
1307	13918
1308	63840
1309	40456
1310	13079
1311	950
1312	7123
1313	10922
1314	36244
1315	36275
1316	11240
1317	60731
1318	7064
1319	19873
1320	8860
1321	42369
1322	12643
1323	2475
1324	42537
1325	31665
1326	6073
1327	6101
1328	8193
1329	36127
1330	19448
1331	3901
1332	46493
1333	2362
1334	147
1335	2410
1336	4693
1337	38950
1338	6511
1339	4255
1340	11926
1341	27352
1342	3111
1343	6559
1344	9546
1345	13375
1346	5036
1347	77
1348	18777
1349	4469
1350	31155
1351	12472
1352	34175
1353	9004
1354	18349
1355	44906
1356	21868
1357	54158
1358	12464
1359	3248
1360	31003
1361	25778
1362	19558
1363	7699
1364	43719
1365	29359
1366	47547
1367	8908
1368	9929
1369	20893
1370	5229
1371	61656
1372	43175
1373	40077
1374	10478
1375	41945
1376	2984
1377	2284
1378	46127
1379	3773
1380	10086
1381	1874
1382	35715
1383	5579
1384	22047
1385	27985
1386	5483
1387	38956
1388	56190
1389	39593
1390	4926
1391	34515
1392	54230
1393	24123
1394	13378
1395	423
1396	97012
1397	26946
1398	44875
1399	45907
1400	2398
1401	7787
1402	28255
1403	30345
1404	17187
1405	12050
1406	29596
1407	504
1408	7471
1409	24107
1410	2599
1411	40593
1412	17542
1413	6672
1414	12677
1415	19024
1416	16381
1417	1647
1418	2502
1419	6872
1420	22046
1421	68870
1422	716
1423	11220
1424	4881
1425	7538
1426	7700
1427	15979
1428	6980
1429	5938
1430	13202
1431	1449
1432	13741
1433	33879
1434	2282
1435	8397
1436	29971
1437	798
1438	10422
1439	15816
1440	53856
1441	44165
1442	5230
1443	45467
1444	10087
1445	58020
1446	11468
1447	2424
1448	29978
1449	3961
1450	12678
1451	6480
1452	148
1453	38605
1454	13381
1455	12514
1456	461
1457	79882
1458	16189
1459	18460
1460	3036
1461	13151
1462	42312
1463	13382
1464	5151
1465	627
1466	12918
1467	12133
1468	21568
1469	44974
1470	46432
1471	9673
1472	14864
1473	14690
1474	47323
1475	11295
1476	7055
1477	7963
1478	64704
1479	39264
1480	671
1481	53403
1482	4688
1483	5501
1484	11563
1485	50152
1486	4181
1487	26207
1488	90067
1489	20800
1490	15238
1491	31914
1492	20683
1493	16437
1494	4957
1495	462
1496	69373
1497	81733
1498	675
1499	6393
1500	28023
1501	9040
1502	2184
1503	4838
1504	6936
1505	15173
1506	10649
1507	4835
1508	16616
1509	15321
1510	2062
1511	4836
1512	47215
1513	1737
1514	56792
1515	12757
1516	2416
1517	28270
1518	38969
1519	45360
1520	48301
1521	25621
1522	11138
1523	61767
1524	37513
1525	5484
1526	19116
1527	70450
1528	53395
1529	69996
1530	18986
1531	17074
1532	11708
1533	42317
1534	26408
1535	2727
1536	10234
1537	22171
1538	42318
1539	28006
1540	2164
1541	6042
1542	5926
1543	19747
1544	19410
1545	26510
1546	5314
1547	13308
1548	5630
1549	13325
1550	42320
1551	42321
1552	28648
1553	29518
1554	7150
1555	29768
1556	27623
1557	18104
1558	14679
1559	649
1560	9544
1561	24474
1562	42811
1563	36668
1564	29586
1565	61586
1566	51084
1567	1635
1568	20845
1569	40049
1570	38890
1571	19180
1572	1113
1573	31979
1574	2641
1575	20797
1576	18244
1577	4301
1578	57536
1579	9186
1580	6309
1581	3387
1582	6891
1583	1901
1584	7044
1585	8557
1586	13408
1587	4902
1588	8275
1589	25597
1590	31277
1591	80838
1592	18901
1593	4182
1594	13909
1595	22468
1596	1915
1597	20798
1598	1142
1599	30006
1600	7440
1601	26557
1602	43479
1603	5917
1604	10033
1605	5732
1606	24506
1607	59633
1608	7502
1609	58187
1610	25430
1611	36278
1612	6875
1613	2559
1614	9545
1615	7833
1616	92675
1617	4508
1618	37459
1619	10354
1620	13555
1621	42953
1622	10355
1623	18576
1624	26280
1625	3624
1626	24305
1627	56314
1628	6577
1629	1469
1630	38813
1631	2867
1632	13083
1633	676
1634	10343
1635	3601
1636	13914
1637	14429
1638	10108
1639	18902
1640	58743
1641	3186
1642	290
1643	24631
1644	7065
1645	22539
1646	2530
1647	3369
1648	11299
1649	30921
1650	10012
1651	2113
1652	4704
1653	7605
1654	29901
1655	24214
1656	58470
1657	34717
1658	27454
1659	8595
1660	73574
1661	30892
1662	66664
1663	6358
1664	74498
1665	26305
1666	64226
1667	19040
1668	40420
1669	14946
1670	1767
1671	6623
1672	21166
1673	3499
1674	44554
1675	24759
1676	28455
1677	34231
1678	7626
1679	19248
1680	14330
1681	4045
1682	15746
1683	2021
1684	18477
1685	5740
1686	21581
1687	37034
1688	2997
1689	32700
1690	9801
1691	15253
1692	26903
1693	6939
1694	4692
1695	38228
1696	12759
1697	17499
1698	71440
1699	18632
1700	8537
1701	4896
1702	5805
1703	1696
1704	13338
1705	5644
1706	15578
1707	13131
1708	3812
1709	3547
1710	24378
1711	9032
1712	17948
1713	53528
1714	5545
1715	11014
1716	322
1717	2286
1718	2728
1719	6363
1720	4788
1721	29068
1722	47331
1723	35537
1724	18516
1725	16175
1726	3053
1727	3544
1728	16465
1729	23762
1730	10364
1731	22107
1732	31044
1733	5975
1734	68014
1735	43741
1736	3185
1737	47332
1738	43742
1739	48647
1740	23303
1741	920
1742	43262
1743	43263
1744	43743
1745	11053
1746	10299
1747	5737
1748	17979
1749	5292
1750	2664
1751	4763
1752	15956
1753	39468
1754	22608
1755	3934
1756	11735
1757	3288
1758	2567
1759	17476
1760	76761
1761	10964
1762	14709
1763	26515
1764	36196
1765	2729
1766	43209
1767	6862
1768	6425
1769	21525
1770	21882
1771	21526
1772	24000
1773	72962
1774	3331
1775	51847
1776	10194
1777	98519
1778	46990
1779	3509
1780	30242
1781	2
1782	2042
1783	21602
1784	23712
1785	75316
1786	2560
1787	75317
1788	20751
1789	11423
1790	21834
1791	53765
1792	11945
1793	13048
1794	42629
1795	21725
1796	59356
1797	5204
1798	4162
1799	40209
1800	3709
1801	41740
1802	4687
1803	5216
1804	6426
1805	10912
1806	3880
1807	5028
1808	12863
1809	62621
1810	70687
1811	9691
1812	24177
1813	55985
1814	34883
1815	11670
1816	29075
1817	8725
1818	14868
1819	13392
1820	32280
1821	25961
1822	352
1823	6280
1824	24846
1825	8948
1826	7852
1827	24181
1828	78365
1829	9712
1830	81
1831	18763
1832	43787
1833	10490
1834	6457
1835	10170
1836	38329
1837	8011
1838	6641
1839	63739
1840	3389
1841	5215
1842	12359
1843	21521
1844	5214
1845	70
1846	29560
1847	67217
1848	11021
1849	1076
1850	597
1851	74417
1852	20720
1853	3968
1854	3747
1855	6410
1856	5854
1857	25136
1858	18324
1859	16561
1860	2001
1861	5903
1862	3502
1863	9964
1864	29930
1865	7261
1866	14493
1867	17889
1868	12919
1869	381
1870	20219
1871	8217
1872	2186
1873	20440
1874	113839
1875	8014
1876	113844
1877	113846
1878	113847
1879	7884
1880	22643
1881	62810
1882	2541
1883	1636
1884	2406
1885	23657
1886	36854
1887	26178
1888	32716
1889	17295
1890	3390
1891	47158
1892	14680
1893	12551
1894	4568
1895	23379
1896	1916
1897	2883
1898	9299
1899	2831
1900	2000
1901	55570
1902	8894
1903	47831
1904	2535
1905	27211
1906	21711
1907	14548
1908	8424
1909	15275
1910	17743
1911	2985
1912	5037
1913	5763
1914	14696
1915	64466
1916	2533
1917	2536
1918	30278
1919	7651
1920	21093
1921	7094
1922	2071
1923	5427
1924	9461
1925	5939
1926	14520
1927	4779
1928	19830
1929	22571
1930	26873
1931	16704
1932	23908
1933	13166
1934	8012
1935	13096
1936	24221
1937	2504
1938	21046
1939	19482
1940	15649
1941	12792
1942	14073
1943	47627
1944	39729
1945	93672
1946	2534
1947	54335
1948	72613
1949	50559
1950	16146
1951	37140
1952	2064
1953	10330
1954	6065
1955	29727
1956	85344
1957	40487
1958	16670
1959	42787
1960	51073
1961	16796
1962	38921
1963	74451
1964	19987
1965	30096
1966	4770
1967	47358
1968	61749
1969	49264
1970	13088
1971	10650
1972	41492
1973	75318
1974	1451
1975	6844
1976	59462
1977	2537
1978	8726
1979	25745
1980	58602
1981	2929
1982	25396
1983	54231
1984	12307
1985	7197
1986	49117
1987	725
1988	5233
1989	12950
1990	28128
1991	17951
1992	1585
1993	12108
1994	13322
1995	30672
1996	29889
1997	39613
1998	4668
1999	5657
2000	2602
2001	12923
2002	99738
2003	22041
2004	2918
2005	56003
2006	5063
2007	752
2008	28644
2009	19039
2010	48887
2011	10373
2012	3704
2013	7585
2014	8522
2015	10987
2016	10452
2017	4188
2018	18633
2019	70689
2020	36427
2021	23006
2022	551
2023	31322
2024	18465
2025	403
2026	17068
2027	73633
2028	2022
2029	13175
2030	4737
2031	12427
2032	3727
2033	3332
2034	3460
2035	42422
2036	9266
2037	65464
2038	29027
2039	13667
2040	11188
2041	17346
2042	62107
2043	72155
2044	65706
2045	9548
2046	6832
2047	16033
2048	68498
2049	14973
2050	52588
2051	9549
2052	67448
2053	33254
2054	23024
2055	65707
2056	10216
2057	38204
2058	501
2059	8588
2060	8727
2061	12648
2062	179
2063	24124
2064	17628
2065	68663
2066	25716
2067	24224
2068	19516
2069	47577
2070	773
2071	30734
2072	12154
2073	13097
2074	3461
2075	7503
2076	17815
2077	31063
2078	6548
2079	921
2080	35060
2081	84578
2082	345
2083	5070
2084	9841
2085	23956
2086	5595
2087	31324
2088	74518
2089	11476
2090	12864
2091	72422
2092	20747
2093	24849
2094	2858
2095	688
2096	110665
2097	21383
2098	34260
2099	11718
2100	43
2101	100
2102	1482
2103	25569
2104	1355
2105	8483
2106	34808
2107	9722
2108	795
2109	7056
2110	11741
2111	6132
2112	32069
2113	16126
2114	4158
2115	7066
2116	1850
2117	35148
2118	41949
2119	28797
2120	19449
2121	45328
2122	3511
2123	31956
2124	11561
2125	73456
2126	57807
2127	3839
2128	19290
2129	2307
2130	21220
2131	28841
2132	34955
2133	4496
2134	1756
2135	2370
2136	7870
2137	37444
2138	17348
2139	12368
2140	9115
2141	2308
2142	40790
2143	8740
2144	5352
2145	27018
2146	3629
2147	13087
2148	6773
2149	12553
2150	12419
2151	3988
2152	42040
2153	47081
2154	7316
2155	47686
2156	36714
2157	37480
2158	55479
2159	47855
2160	21586
2161	35155
2162	14876
2163	9643
2164	3989
2165	55129
2166	3224
2167	28848
2168	60221
2169	28908
2170	26847
2171	6907
2172	30045
2173	21718
2174	8283
2175	37713
2176	3505
2177	452
2178	23104
2179	18973
2180	4876
2181	2006
2182	15241
2183	13397
2184	20298
2185	3789
2186	24762
2187	12054
2188	21522
2189	6772
2190	9777
2191	18315
2192	13434
2193	1645
2194	27005
2195	25206
2196	36733
2197	23644
2198	6438
2199	9713
2200	5747
2201	1360
2202	12268
2203	5621
2204	26817
2205	51464
2206	7630
2207	3158
2208	11770
2209	20314
2210	13942
2211	70072
2212	5143
2213	12103
2214	11703
2215	10994
2216	6877
2217	4363
2218	13527
2219	47150
2220	2538
2221	6962
2222	7282
2223	32033
2224	59
2225	360
2226	2545
2227	49387
2228	55435
2229	8716
2230	2987
2231	37774
2232	31774
2233	29078
2234	26466
2235	28217
2236	8417
2237	14340
2238	12681
2239	79070
2240	33236
2241	19607
2242	27480
2243	11261
2244	10876
2245	26029
2246	39367
2247	8929
2248	9463
2249	6612
2250	20728
2251	27142
2252	669
2253	10721
2254	4025
2255	1104
2256	4790
2257	50679
2258	34895
2259	78659
2260	54811
2261	5181
2262	2539
2263	32
2264	7039
2265	24877
2266	3728
2267	2542
2268	20539
2269	8330
2270	17013
2271	49516
2272	53882
2273	27053
2274	33232
2275	753
2276	3662
2277	12105
2278	4670
2279	42706
2280	12104
2281	25144
2282	2934
2283	17956
2284	14145
2285	2897
2286	1677
2287	12554
2288	54159
2289	24588
2290	25999
2291	3297
2292	14264
2293	4342
2294	19499
2295	14701
2296	16091
2297	14702
2298	1524
2299	37502
2300	39248
2301	23450
2302	36246
2303	2903
2304	14123
2305	3907
2306	53232
2307	6345
2308	113488
2309	14166
2310	12320
2311	20577
2312	17717
2313	54598
2314	4644
2315	8160
2316	9822
2317	1855
2318	104399
2319	59723
2320	46889
2321	2543
2322	36735
2323	16039
2324	10792
2325	2257
2326	2634
2327	10172
2328	11704
2329	18758
2330	49106
2331	27078
2332	476
2333	46870
2334	35324
2335	39278
2336	8691
2337	30604
2338	12555
2339	11170
2340	5152
2341	8622
2342	37205
2343	10053
2344	19622
2345	89416
2346	42234
2347	1876
2348	9306
2349	14307
2350	17982
2351	7338
2352	9002
2353	19423
2354	3802
2355	118889
2356	25868
2357	24386
2358	39046
2359	2411
2360	45147
2361	12106
2362	25406
2363	790
2364	11047
2365	49128
2366	49130
2367	49129
2368	8768
2369	50819
2370	5153
2371	24229
2372	31481
2373	3594
2374	15317
2375	1941
2376	1147
2377	51111
2378	3262
2379	33085
2380	21216
2381	43216
2382	4601
2383	4803
2384	32357
2385	17318
2386	24486
2387	670
2388	9693
2389	35002
2390	15346
2391	44127
2392	43040
2393	42758
2394	25337
2395	40710
2396	118
2397	33076
2398	26264
2399	50133
2400	69639
2401	831
2402	18888
2403	3355
2404	20908
2405	5254
2406	47581
2407	36736
2408	44224
2409	29737
2410	11620
2411	10485
2412	39417
2413	6555
2414	26414
2415	12107
2416	3077
2417	37206
2418	406
2419	37243
2420	36247
2421	39943
2422	22684
2423	5525
2424	405
2425	48798
2426	18582
2427	18325
2428	18326
2429	8949
2430	70245
2431	2813
2432	16462
2433	27144
2434	7067
2435	34888
2436	9222
2437	2178
2438	42325
2439	2994
2440	13160
2441	13157
2442	48158
2443	6482
2444	13158
2445	15052
2446	14912
2447	3057
2448	37207
2449	2716
2450	21695
2451	17159
2452	12687
2453	27595
2454	37208
2455	7708
2456	14504
2457	7287
2458	1388
2459	9163
2460	9922
2461	14617
2462	11915
2463	59202
2464	71396
2465	2618
2466	10465
2467	39179
2468	9427
2469	24230
2470	45820
2471	4146
2472	30459
2473	45667
2474	8951
2475	19649
2476	36972
2477	590
2478	40749
2479	8770
2480	2081
2481	1877
2482	15905
2483	27180
2484	24109
2485	46826
2486	2191
2487	22593
2488	11771
2489	12045
2490	17729
2491	3731
2492	35569
2493	9857
2494	32526
2495	28247
2496	36859
2497	28674
2498	6473
2499	7737
2500	9284
2501	19959
2502	76254
2503	24783
2504	13563
2505	49288
2506	8710
2507	26580
2508	43329
2509	6371
2510	2763
2511	44210
2512	3826
2513	34521
2514	21939
2515	41423
2516	3803
2517	40843
2518	5981
2519	9417
2520	14621
