user_id	post_name	u_interactions_f	u_text_f	u_sentiment_c	u_sentiment_f	u_topic_c	u_topic_o
591	11280	3	41	2	1.0	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22045569, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4564836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
592	28641	3	112	2	1.0	32	[0.09446365, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.49354029, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868, 0.01004868]
593	19451	3	108	2	0.842	8	[0.0, 0.05294932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.67535168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07140022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
594	10433	3	62	2	1.0	8	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4921357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17455298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
595	10839	6	140	2	1.0	19	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.74865913, 0.04716271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
596	2845	17	95	2	0.9	15	[0.17285584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11652064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47531667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
597	33712	4	101	2	1.0	10	[0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.29878348, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563, 0.01669563]
598	42573	4	118	0	0.0	16	[0.0, 0.0, 0.0, 0.1989958, 0.0, 0.0, 0.0, 0.0, 0.09647577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33435741, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10019698, 0.0]
599	15822	3	122	0	0.0	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.77937758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
600	9533	8	76	2	1.0	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34300193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.30160153, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
601	2354	47	69	2	1.0	23	[0.16937895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45437932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
602	23877	4	108	2	1.0	10	[0.0, 0.0, 0.0, 0.0, 0.0, 0.15486158, 0.0, 0.0, 0.0, 0.14549345, 0.3407487, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
603	19738	4	64	0	0.0	25	[0.0, 0.15370996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21960528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26445383, 0.0, 0.0, 0.0, 0.0, 0.11466344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
604	1534	3	76	0	0.0	15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.59561557, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
605	28347	3	45	2	1.0	9	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35169527, 0.0, 0.32183793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
606	5653	3	99	2	0.874	16	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31412756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1095414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1577576, 0.0, 0.0, 0.19166523, 0.0, 0.0]
607	2252	5	116	2	0.914	34	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11449372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06565044, 0.0, 0.0, 0.62245786, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
608	224	5	124	0	0.0	1	[0.01148897, 0.31162533, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.13620161, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.09261435, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897, 0.01148897]
609	7337	4	78	2	1.0	35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1945187, 0.0, 0.0, 0.0, 0.21050167, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24546988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
610	42602	3	136	2	0.876	12	[0.0, 0.0, 0.0, 0.12072552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.58646411, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11661718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
611	46699	3	110	2	0.794	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.50022024, 0.0, 0.0, 0.0, 0.17645556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12188938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
612	19771	3	125	2	0.848	24	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04700721, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75069219, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
613	6139	5	107	0	0.0	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.76915348, 0.0, 0.0, 0.0]
614	8563	6	59	2	1.0	15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3801046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26871482, 0.0, 0.0, 0.0, 0.0, 0.0]
615	24946	4	103	0	0.0	26	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08784901, 0.0, 0.0, 0.27685884, 0.0, 0.0, 0.1924143, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06761657, 0.09371201, 0.0, 0.0, 0.0, 0.0, 0.07574327, 0.0]
616	27048	3	87	2	1.0	29	[0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.39312959, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929, 0.01444929]
617	5366	5	108	2	1.0	21	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.77922636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
618	10155	4	103	2	1.0	32	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19204365, 0.0, 0.0, 0.0, 0.0, 0.57271582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
619	20075	3	119	0	0.0	2	[0.0, 0.0, 0.78710377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
620	34635	3	123	2	0.852	7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.1631584, 0.0, 0.18577863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12832679, 0.0, 0.0, 0.16231476, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09932823, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
621	22874	8	117	0	0.0	37	[0.15323171, 0.0, 0.0, 0.0, 0.0, 0.07153251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10014392, 0.0, 0.0, 0.10932393, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25673741, 0.0, 0.0, 0.0, 0.0, 0.09386218]
622	1163	16	117	2	0.838	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.79866147, 0.0, 0.0, 0.0]
623	12003	7	80	2	1.0	1	[0.01363682, 0.23464949, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.2062411, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682, 0.01363682]
624	249	3	87	0	0.0	35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11400154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.50162822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
625	10353	7	112	2	0.51	16	[0.0, 0.0, 0.0, 0.17332825, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37500909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15481916, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
626	37489	3	75	2	0.839	6	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20887943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19410545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20344646, 0.0, 0.0, 0.0]
627	5626	3	114	2	1.0	42	[0.0, 0.0, 0.24336515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07643959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08620588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13993403, 0.0, 0.276389]
628	3575	4	87	2	0.889	36	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.77026618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
629	7049	3	138	2	0.797	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78884518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
630	7174	7	111	0	0.0	16	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78561127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
631	2008	22	116	0	0.0	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78735113, 0.0, 0.0, 0.0]
632	5027	3	80	2	0.796	31	[0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.16688581, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.35147816, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722, 0.01174722]
633	18948	4	75	2	1.0	17	[0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.31053442, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.01219369, 0.18952426]
634	15016	5	76	2	1.0	16	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.54434925, 0.0, 0.14635549, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
635	40029	3	74	2	0.813	20	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39729339, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12916397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12194992, 0.0]
636	767	5	54	2	1.0	33	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04563536, 0.36301723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20317543, 0.0]
637	9859	6	135	2	0.69	11	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.63650537, 0.0, 0.0, 0.0, 0.0, 0.14004032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0347578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
638	8268	8	55	2	1.0	39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33208063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37818548, 0.0, 0.0, 0.0]
639	34300	4	140	2	0.752	29	[0.0, 0.0, 0.0, 0.05587249, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20447454, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.56429791, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
640	18510	5	55	2	0.75	0	[0.40093768, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339, 0.01426339]
641	838	26	51	2	1.0	28	[0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.25451472, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965, 0.01774965]
642	2691	8	54	2	0.617	22	[0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.45423147, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449, 0.01299449]
643	4400	5	102	0	0.0	12	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.77370787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
644	171	192	56	2	1.0	20	[0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.36235818, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195, 0.01518195]
